,acousticness,danceability,duration_ms,energy,if_liked,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Ki Czort,0.373,0.431,205733,0.69,1,0.00161,4,0.207,-8.123,0,0.0512,178.022,4,0.822
Don't Talk,0.00315,0.851,243810,0.687,0,0.675,2,0.0515,-5.437,1,0.0985,126.003,4,0.327
Till the End,0.00315,0.797,414546,0.871,1,0.874,8,0.0366,-8.716,0,0.0532,121.01,4,0.349
Polaroid,0.000688,0.366,197390,0.864,0,0.0418,7,0.368,-4.142,1,0.0634,135.118,4,0.416
Murder - Extended Mix,0.00132,0.887,255484,0.687,1,0.033,11,0.392,-8.298,0,0.258,124.013,4,0.423
Smalltown Boy,0.288,0.685,302413,0.584,0,0.00918,5,0.124,-10.616,0,0.0276,134.546,4,0.939
Scared To Be Lonely - DubVision Remix,0.222,0.669,190866,0.844,1,0.0,1,0.219,-3.774,0,0.122,127.067,4,0.266
Only You Freestyle,0.562,0.68,248937,0.826,0,0.0,5,0.254,-2.561,1,0.27,146.95,4,0.804
Running Up That Hill (A Deal With God),0.72,0.629,298933,0.547,0,0.00314,10,0.0604,-13.123,0,0.055,108.375,4,0.197
The Ocean (feat. Shy Martin),0.0225,0.632,183414,0.575,1,1.81e-06,5,0.104,-6.478,1,0.029,90.037,4,0.188
"Shame, Shame, Shame",0.317,0.795,238973,0.603,0,2.74e-06,7,0.172,-7.469,1,0.0396,102.482,4,0.925
One Too Many,0.00104,0.658,142890,0.91,1,0.00388,1,0.419,-4.732,1,0.0515,125.979,4,0.38
Break My Stride,0.2,0.901,180240,0.654,0,0.0,10,0.165,-10.15,1,0.0655,110.131,4,0.781
Czy Ty Słyszysz Mnie? (feat. schafter & Ralph Kaminski),0.302,0.779,231387,0.719,1,1.83e-06,1,0.128,-6.091,0,0.0753,139.972,4,0.676
Be Thankful for What You Got (Pt. 1 & Pt. 2),0.413,0.791,429372,0.42,0,0.116,1,0.111,-13.289,0,0.0832,93.225,4,0.84
Summer on You,0.0295,0.731,160009,0.727,1,4.56e-06,7,0.171,-5.608,0,0.0356,120.968,4,0.601
Strangelove,0.183,0.663,294613,0.806,0,0.00728,9,0.197,-7.879,0,0.0418,118.904,4,0.642
Hold You Tonight (with Chris Lane),0.102,0.467,219354,0.795,0,0.0,11,0.264,-3.6,1,0.0687,163.837,4,0.472
Lions in the Wild,0.00434,0.504,211890,0.847,1,0.0,7,0.816,-6.81,0,0.0442,127.854,4,0.28
Hold Up (feat. J. Plaza),0.00014,0.815,142381,0.871,0,0.0847,1,0.177,-5.034,1,0.0378,126.021,4,0.381
BTW (Mamy tylko siebie),0.273,0.589,276587,0.773,1,0.0,11,0.321,-6.789,0,0.0572,190.079,4,0.88
Beat the Sunrise,0.0119,0.71,172742,0.824,1,0.000574,5,0.589,-6.001,0,0.028,124.0,4,0.208
Red Star Falling,0.0912,0.418,375947,0.843,0,8.01e-06,3,0.0943,-5.188,0,0.0491,128.008,4,0.33
Sleepless In NYC - Extended Mix,0.412,0.746,254491,0.798,1,0.00399,3,0.16,-4.798,0,0.0614,100.024,4,0.494
I Remember - 303 Version,0.026,0.728,453477,0.765,1,0.724,9,0.122,-11.455,0,0.18,126.987,4,0.266
Scio,0.0001,0.637,196004,0.771,1,0.554,5,0.563,-4.616,1,0.0417,120.019,4,0.0383
Hold On & Believe (feat. The Federal Empire),0.0355,0.552,234390,0.759,1,6.67e-05,4,0.099,-4.946,1,0.0389,128.08,4,0.41
Here Comes The Night - Acoustic Version,0.738,0.494,175190,0.423,1,0.0,10,0.185,-5.881,0,0.0646,140.644,4,0.277
Helix,0.379,0.41,210247,0.736,1,0.911,5,0.0659,-8.576,1,0.432,73.152,4,0.102
Corridors - Rysy Remix feat. Justyna Święs,0.0945,0.77,240000,0.673,1,0.851,11,0.0797,-10.056,1,0.0523,158.03,4,0.0941
Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,0.262,0.696,160289,0.686,0,0.0,5,0.174,-6.113,0,0.0309,115.982,4,0.7
El Nogal de las Pampas - Chancha Vía Circuito Remix,0.389,0.687,214617,0.736,1,0.552,7,0.119,-9.912,0,0.0343,89.986,4,0.0905
Willow Tree March,0.293,0.601,276813,0.59,1,0.000725,4,0.248,-9.152,0,0.0492,119.841,4,0.353
Zaraz,0.0131,0.598,194472,0.74,1,0.000739,9,0.0794,-7.384,0,0.242,160.924,4,0.723
Możliwość wyspy,0.0237,0.597,291974,0.883,1,0.0337,6,0.103,-6.805,1,0.0308,124.979,4,0.502
Najlepsze przede mną,0.678,0.642,268667,0.691,1,3.15e-06,2,0.29,-8.336,0,0.149,82.086,4,0.755
Grand Prix,0.666,0.695,184547,0.745,1,1.73e-05,0,0.342,-6.59,0,0.212,87.039,4,0.592
Last One To Know,0.0171,0.636,197904,0.951,0,0.0,8,0.458,-2.595,1,0.0474,140.024,4,0.697
The Moment (Novell),0.0625,0.528,200791,0.563,1,0.0,3,0.305,-6.077,0,0.0318,125.99,4,0.197
Reżyseria: Kubrick,0.454,0.674,211813,0.504,0,0.0,1,0.308,-5.457,0,0.387,181.625,4,0.32
Elle ne t’aime pas,0.0838,0.56,238733,0.699,1,0.858,7,0.194,-10.443,1,0.0346,130.983,4,0.577
Gotta Keep on Movin',0.445,0.75,245560,0.747,0,0.00021,11,0.0696,-6.024,1,0.0934,123.913,4,0.819
Gdybym / Get free,0.292,0.562,321000,0.354,1,0.28,5,0.104,-11.332,1,0.0572,78.335,4,0.506
Hazy Morning,0.198,0.55,239995,0.782,0,2.61e-06,7,0.502,-7.367,1,0.0277,74.973,4,0.824
Generation,0.000476,0.64,264615,0.896,1,0.635,2,0.116,-6.143,1,0.0794,128.031,4,0.103
Know-how,0.176,0.843,178400,0.583,1,0.0,7,0.0891,-7.579,1,0.292,120.104,4,0.398
Lonely Together (feat. Rita Ora),0.137,0.648,181812,0.667,1,2.1e-05,2,0.0797,-5.294,0,0.065,102.966,4,0.217
Jack the Bear,0.466,0.533,199413,0.28,0,9.83e-05,1,0.344,-12.809,1,0.0653,78.352,4,0.61
Never Surrender,0.0774,0.583,181000,0.741,1,0.0,5,0.31,-3.577,1,0.0382,126.034,4,0.106
Nie Wiem Czy Będę,0.0121,0.533,202500,0.554,1,4.17e-06,4,0.154,-9.815,0,0.0362,154.071,4,0.846
Bohema,0.127,0.569,218933,0.772,1,0.0,7,0.568,-3.505,1,0.0326,133.942,4,0.846
White Keys,0.00443,0.681,200880,0.781,1,0.165,8,0.2,-5.88,1,0.0429,125.018,4,0.276
Helsinki,0.0164,0.683,228653,0.786,1,0.00012,9,0.276,-5.92,0,0.0364,140.09,4,0.777
Lustro,0.023,0.787,211483,0.5,1,0.000103,8,0.261,-9.872,1,0.171,120.023,4,0.202
Aisha,0.428,0.163,228533,0.14,0,0.955,4,0.0999,-19.712,0,0.0373,169.381,3,0.18
To Hell & Back,0.148,0.463,195587,0.71,0,0.000196,0,0.123,-7.051,1,0.0859,78.144,4,0.44
Inhale,0.333,0.703,361182,0.812,1,0.917,7,0.0725,-9.758,1,0.0456,118.992,4,0.0381
Up All Night - Radio Edit,0.0603,0.562,182788,0.719,1,0.745,11,0.0944,-8.338,0,0.0328,121.009,4,0.226
Tropic Love,0.236,0.746,299440,0.809,1,2.59e-05,2,0.235,-6.429,1,0.0329,104.989,4,0.493
Volar La Pluma - Edit,0.0114,0.871,294198,0.743,1,0.297,11,0.127,-7.623,1,0.0482,124.015,4,0.426
Satisfy (feat. Ron Carroll),0.01,0.674,184920,0.852,1,6.08e-05,2,0.127,-4.889,0,0.249,125.027,4,0.749
Wanna Do (Funk With You),0.0649,0.683,201707,0.911,0,0.00675,0,0.0142,-5.987,1,0.0809,92.071,4,0.876
Domination - Radio Mix,0.0818,0.367,221641,0.879,0,0.0,1,0.244,-1.836,1,0.425,154.65,4,0.158
Restless,0.00284,0.776,440079,0.869,1,0.73,8,0.346,-8.072,1,0.0386,123.984,4,0.364
Sweet Nothing (feat. Florence Welch),0.185,0.581,213973,0.93,1,5.16e-05,4,0.0459,-3.904,1,0.104,127.979,4,0.566
MC Hasselblad,0.0205,0.63,235227,0.732,1,0.000165,11,0.111,-7.832,0,0.201,143.006,4,0.273
Songi i Fotki,0.0431,0.86,194323,0.541,1,0.0,7,0.102,-8.417,1,0.448,154.941,4,0.35
Face the Sun (Pepe. Remix),0.466,0.793,269143,0.611,1,0.0133,7,0.205,-7.713,0,0.0409,139.987,4,0.275
Gorące Serce - Przemo Remix,0.284,0.804,297929,0.826,0,3.32e-05,1,0.246,-5.929,0,0.0401,137.936,4,0.928
Flashdance...What a Feeling - Radio Edit,0.0058,0.572,237053,0.654,0,3.21e-06,7,0.09,-7.027,0,0.0344,122.491,4,0.399
At Night,0.119,0.869,188948,0.911,1,0.568,2,0.121,-5.782,1,0.0796,125.989,4,0.38
Cartago - Radio Edit,0.00148,0.628,204409,0.806,1,0.535,7,0.363,-4.14,1,0.0589,128.033,4,0.188
Summertime,0.704,0.356,166133,0.324,0,0.0025,7,0.204,-8.699,0,0.0289,88.861,4,0.438
Colombia,0.00161,0.866,331964,0.679,1,0.572,11,0.0699,-4.677,0,0.172,128.014,4,0.508
Dimini,0.0358,0.767,171429,0.952,1,0.516,10,0.0606,-3.84,0,0.0398,125.99,4,0.554
Further - Corrupt (UK)'s Real Racing 3 Remix,0.0106,0.563,173203,0.958,0,0.618,5,0.579,-5.444,1,0.0577,127.981,4,0.383
Triste,0.856,0.441,321157,0.321,0,0.854,10,0.236,-19.455,1,0.0324,89.776,4,0.594
Carpet burn,0.0705,0.792,256500,0.722,1,0.00277,6,0.0842,-11.224,0,0.103,119.03,4,0.298
Buggin',0.00211,0.767,505546,0.722,1,0.538,9,0.655,-7.223,1,0.0512,124.003,4,0.387
Feel My Needs - Purple Disco Machine Remix,0.0127,0.707,230164,0.896,1,0.859,3,0.0182,-5.157,0,0.0538,122.011,4,0.903
Vanakkam,0.00344,0.794,300168,0.456,1,0.238,4,0.0785,-8.296,1,0.0786,90.013,4,0.474
Powiedz Na Osiedlu,0.0806,0.664,211765,0.616,1,0.0,1,0.167,-9.541,1,0.126,170.067,4,0.444
Bajlando - Radio Edit,0.0306,0.855,183187,0.762,0,0.000832,10,0.318,-6.499,1,0.2,142.006,4,0.694
Parasol,0.0255,0.839,310287,0.626,1,5.6e-06,6,0.0636,-4.863,0,0.0538,117.028,4,0.76
Who Got The Funk,0.00429,0.666,224147,0.877,1,0.166,7,0.131,-7.655,0,0.0429,113.995,4,0.548
Nice To Meet Ya,0.0119,0.591,158805,0.841,0,0.0,4,0.395,-4.351,0,0.0304,109.034,4,0.392
Ninja Re Bang Bang - Steve Aoki Remix,0.0947,0.691,216231,0.932,0,5.82e-05,5,0.083,-2.859,0,0.0283,130.043,4,0.535
Rewal,0.669,0.482,194053,0.615,1,0.204,0,0.353,-11.674,0,0.0381,199.993,4,0.846
Zu Fuss,0.0654,0.744,358853,0.57,0,0.619,8,0.126,-12.194,1,0.487,133.896,3,0.38
Like Royalty (feat. Popcaan),0.033,0.699,245987,0.742,0,0.0,4,0.0508,-7.288,0,0.169,79.981,4,0.54
Urodziny,0.0174,0.772,203012,0.89,0,0.0,2,0.0825,-3.339,1,0.0739,139.924,4,0.95
Birthday,0.0926,0.692,219520,0.728,0,4.58e-06,5,0.125,-8.686,0,0.0822,136.205,4,0.668
Dziwny jest ten świat,0.0343,0.427,214958,0.443,1,0.0,10,0.36,-6.938,0,0.0292,50.001,4,0.318
Savanna,0.0211,0.685,226452,0.963,1,0.595,7,0.371,-6.769,1,0.0519,123.974,4,0.465
Co tam,0.626,0.89,206971,0.589,1,0.0,1,0.11,-11.228,1,0.301,129.974,4,0.681
Oh oh (lalala),0.711,0.889,143413,0.419,0,0.0,7,0.115,-10.353,1,0.146,122.965,4,0.649
Unterwegs,0.033,0.819,290575,0.262,1,0.92,2,0.0936,-14.49,1,0.0579,117.004,4,0.136
Angels Deserve To Die - Original Mix,0.1,0.505,302107,0.953,0,0.14,7,0.0265,-4.269,0,0.369,170.022,4,0.163
I Love You,0.336,0.654,191000,0.859,1,0.0,0,0.0947,-4.321,1,0.166,114.87,4,0.704
I'll Show You,0.812,0.591,257968,0.441,0,0.0,7,0.102,-9.394,0,0.0729,115.1,4,0.11
Belong,0.335,0.577,204375,0.88,1,0.896,6,0.143,-2.916,1,0.0357,127.951,4,0.259
Big Pharma,0.239,0.632,207133,0.643,0,2.46e-06,8,0.0875,-7.234,1,0.272,138.856,4,0.587
Stepping Back in Time,0.138,0.504,256204,0.681,0,0.000374,4,0.0966,-8.776,0,0.113,116.552,4,0.632
Kilby Girl,0.0613,0.327,282206,0.442,0,0.0317,1,0.113,-9.992,1,0.0418,162.769,4,0.231
Anywhere,0.042,0.561,189643,0.833,1,0.000318,9,0.103,-5.933,1,0.0596,111.992,4,0.149
Roll with the Punches - Kowton Linear Mix,0.0505,0.721,389812,0.88,1,0.000795,4,0.458,-5.861,0,0.0328,133.011,4,0.363
Helter Skelter,8.29e-05,0.64,157500,0.973,1,0.0384,11,0.28,-4.822,1,0.0503,127.998,4,0.302
Młodzież szuka sensacji,0.00145,0.534,131013,0.935,1,2.75e-06,4,0.298,-7.777,0,0.0725,98.99,4,0.743
Fukk Up,8.69e-05,0.562,190393,0.973,0,0.00303,4,0.497,-4.995,0,0.0515,140.009,4,0.768
L'eau Douce,0.017,0.791,394475,0.935,1,0.89,5,0.069,-5.917,1,0.0573,125.995,4,0.164
Delano,0.0045,0.886,230625,0.867,1,0.881,11,0.071,-5.851,1,0.106,127.98,4,0.45
Kings & Queens,0.333,0.58,178933,0.816,0,0.00933,11,0.132,-8.574,0,0.217,202.324,4,0.765
Na zawsze i na wieczno??,0.203,0.592,193973,0.702,1,0.0,9,0.15,-5.258,0,0.0344,124.06,4,0.716
Lost Out Here - Acoustic Version,0.491,0.831,149057,0.518,1,1.42e-05,11,0.0747,-6.822,1,0.0582,123.966,4,0.564
Haunting - Radio Edit,0.0297,0.715,180063,0.516,1,0.00112,9,0.137,-8.625,0,0.027,121.026,4,0.364
Nie Dobiję Się Do Ciebie,0.0518,0.735,222120,0.821,1,2.04e-06,3,0.219,-6.642,0,0.0485,125.057,4,0.608
Hope For Tomorrow,0.0891,0.756,174286,0.711,1,0.00162,1,0.133,-5.284,0,0.0791,83.999,4,0.549
Krew z szafy,0.194,0.625,276173,0.88,1,4.58e-06,4,0.105,-5.957,0,0.0302,145.027,4,0.946
Out Of This World (feat. KiFi),0.0362,0.513,210000,0.885,0,0.0,2,0.0855,-5.942,1,0.0576,125.86,4,0.271
Further on Down the Line,0.00945,0.589,236200,0.762,0,0.0683,9,0.0517,-7.031,1,0.0391,174.038,4,0.688
No Captain - Dirty South Remix,0.14,0.626,347213,0.755,1,0.386,6,0.0938,-10.491,0,0.0337,122.008,4,0.372
Zwiedzam Świat,0.281,0.787,233867,0.758,1,2.51e-06,10,0.0481,-3.917,0,0.0304,112.028,4,0.783
I Love My Friends - Armin van Buuren & Avian Grays Remix,0.0301,0.717,179121,0.775,0,0.000158,1,0.3,-3.487,0,0.0526,128.024,4,0.236
Błąd,0.18,0.942,185943,0.507,1,7.33e-06,11,0.0752,-8.516,0,0.407,117.031,4,0.368
Odkrywam,0.236,0.73,194798,0.548,1,0.187,7,0.13,-11.792,1,0.0722,134.991,4,0.171
Ain't No Rest For The Wicked - Original Version,0.0597,0.635,175493,0.914,1,0.0,0,0.601,-5.631,1,0.111,156.014,4,0.922
Mi Cumbia,0.0351,0.741,236210,0.995,1,0.735,9,0.583,-4.718,0,0.0797,126.04,4,0.714
Despacio,0.585,0.782,281658,0.644,1,0.0,10,0.108,-3.929,1,0.0809,93.013,4,0.695
Enola Gay - Remastered,0.00441,0.559,213693,0.764,0,0.0299,2,0.0807,-7.058,0,0.0348,143.319,4,0.932
Feel My Soul,0.0609,0.52,146127,0.852,1,0.224,10,0.275,-2.707,0,0.119,125.799,4,0.528
Me Sueno,0.0479,0.698,193845,0.972,1,0.00104,8,0.391,-4.026,1,0.112,125.93,4,0.616
Trust Nobody,0.00774,0.45,211200,0.912,0,8.48e-05,1,0.574,-2.659,1,0.0485,150.026,4,0.328
POLSKIE TANGO,0.0769,0.743,183858,0.819,1,0.0,9,0.142,-5.003,1,0.0949,98.008,4,0.474
Warp 1.9 (feat. Steve Aoki),0.0011,0.654,203731,0.6,0,0.882,1,0.0403,-6.174,1,0.264,130.166,4,0.406
Słodki cukiereczek,0.1,0.768,191752,0.901,0,0.0,11,0.296,-4.975,0,0.0735,155.003,4,0.971
The Way Out - Radio Edit,0.078,0.519,207143,0.865,1,8.93e-05,9,0.459,-3.979,0,0.0637,127.917,4,0.276
Gradient,0.0514,0.869,209587,0.642,1,6.42e-06,11,0.0792,-5.399,0,0.0818,107.008,4,0.493
Midnight Sky,0.00115,0.705,223279,0.814,0,0.00312,4,0.203,-5.466,0,0.0346,110.0,4,0.259
Let's Get a Groove On,0.447,0.784,174227,0.892,0,0.127,7,0.391,-8.951,1,0.235,114.093,4,0.45
On My Mind,0.0448,0.657,176182,0.89,1,1.34e-05,9,0.156,-4.161,0,0.0435,109.999,4,0.578
True Believer,0.00286,0.761,288147,0.565,1,0.00396,8,0.0795,-2.952,0,0.081,119.999,4,0.391
Headstones,0.282,0.484,315800,0.662,0,3.42e-05,7,0.0932,-8.009,0,0.029,166.374,4,0.165
Future Club,0.00108,0.448,289187,0.955,1,0.837,5,0.371,-2.945,0,0.0441,99.994,4,0.39
Będziesz moim słońcem - Raisin Remix,0.12,0.768,217046,0.825,0,0.0,7,0.926,-6.368,1,0.156,139.049,4,0.965
Szczękościsk,0.455,0.576,238920,0.598,0,4.25e-06,10,0.121,-8.919,0,0.278,89.428,4,0.514
Anywhere I Go,0.146,0.667,199959,0.783,1,0.000113,11,0.144,-2.354,0,0.0313,107.955,4,0.504
Język,0.00398,0.646,227448,0.693,1,0.508,11,0.212,-9.333,0,0.0408,118.974,4,0.0881
Twoje motylki,0.00791,0.649,290827,0.816,1,0.000892,7,0.313,-5.026,0,0.0294,136.04,4,0.79
Niewidzialna,0.94,0.443,291253,0.31,0,6.1e-05,6,0.0956,-8.233,0,0.0289,141.536,4,0.109
Wall Fuck,0.178,0.512,188529,0.684,1,0.625,11,0.332,-6.884,0,0.0957,99.824,4,0.203
Tin,0.0356,0.63,275243,0.816,1,0.917,4,0.141,-10.273,0,0.0468,126.986,4,0.173
Valodja,0.0855,0.496,412493,0.682,1,0.823,1,0.0678,-9.962,1,0.0664,124.999,4,0.0795
Lonely Together - Acoustic,0.814,0.454,182079,0.43,1,0.0,4,0.172,-6.396,1,0.0399,139.956,3,0.507
Deeper - Club Mix,0.0139,0.829,258873,0.835,1,1.61e-05,8,0.0398,-2.845,1,0.437,128.01,4,0.347
Watcha Want From Me,0.106,0.787,268000,0.823,0,2.14e-05,5,0.224,-6.548,0,0.0662,119.987,4,0.786
That Was Yesterday,0.926,0.382,230013,0.33,0,0.000578,9,0.0744,-6.182,1,0.0435,181.455,3,0.3
"Hen, hen",0.299,0.591,268521,0.628,0,0.0142,9,0.264,-7.384,1,0.0353,89.969,4,0.474
OhOH,0.0716,0.619,238000,0.819,1,0.385,7,0.199,-6.397,0,0.047,109.99,4,0.32
Ilaló,0.134,0.759,300722,0.481,1,0.0518,11,0.678,-10.414,0,0.0452,95.035,4,0.116
The Age of Love - Solomun Renaissance Remix,0.0112,0.775,490496,0.795,1,0.861,6,0.32,-9.523,1,0.0416,125.001,4,0.246
Contact - Acoustic,0.706,0.529,175712,0.365,1,0.0,7,0.0945,-10.005,1,0.0336,168.099,4,0.798
Gonna Love Ya,0.146,0.715,215813,0.681,0,0.0802,3,0.139,-6.702,0,0.05,99.988,4,0.697
Headrockers,0.000205,0.69,193548,0.989,1,0.907,7,0.904,-1.368,1,0.0573,124.007,4,0.349
"Nachtstücke, Op. 23: Ad Libitum - Einfach",0.994,0.324,239973,0.00296,0,0.887,5,0.103,-39.259,1,0.0458,63.438,3,0.163
Unbreakable (feat. Sam Martin),0.0219,0.468,266367,0.871,1,4.94e-05,10,0.328,-4.614,1,0.0394,127.956,4,0.336
Selecta - Radio Edit,0.0439,0.734,172672,0.87,1,0.349,4,0.252,-4.769,0,0.039,126.0,4,0.45
Innerbloom - Radio Edit,0.392,0.551,238067,0.611,1,0.0574,7,0.103,-7.721,0,0.0323,121.961,4,0.0399
Przegub,0.0138,0.548,264279,0.66,0,0.194,7,0.303,-8.497,1,0.032,133.988,4,0.172
Town of Strangers,0.428,0.664,213376,0.298,1,0.77,9,0.112,-10.933,0,0.0316,127.939,4,0.196
Selected,0.0508,0.723,482833,0.899,0,0.85,11,0.112,-7.981,0,0.074,132.993,4,0.0788
I tak i nie,0.0399,0.598,212853,0.919,1,2.09e-05,2,0.385,-3.904,1,0.106,135.938,4,0.408
Dotknąć Nieba,0.0495,0.542,200031,0.748,1,0.0,10,0.184,-5.756,0,0.0617,80.444,4,0.556
Shame On Me,0.0503,0.72,251413,0.842,1,0.0342,11,0.406,-6.748,0,0.143,125.998,4,0.425
Mindcontrol,0.000203,0.643,208212,0.618,0,0.000132,0,0.0902,-7.139,1,0.0287,99.057,4,0.802
Spirit,0.00076,0.479,218088,0.905,0,0.00219,4,0.326,-6.606,0,0.0565,90.007,4,0.274
Café Leche,0.00865,0.722,165714,0.899,1,0.0879,1,0.401,-5.929,0,0.0991,125.991,4,0.54
Invisible Children,0.00374,0.635,169687,0.982,1,0.252,2,0.314,-3.512,1,0.0601,128.094,4,0.0502
Maldad (with Maluma),0.00179,0.598,168159,0.809,0,8.41e-05,1,0.259,-4.168,1,0.138,104.784,4,0.653
Burden,0.0525,0.313,461053,0.631,0,0.0833,2,0.184,-7.734,0,0.0395,119.972,4,0.184
Writing On The Wall,0.000235,0.438,188627,0.965,1,0.00014,4,0.307,-3.42,0,0.0702,140.959,4,0.398
Los Cuatro Elementos,0.417,0.511,226453,0.418,1,8.98e-06,11,0.19,-11.807,0,0.0276,136.141,4,0.534
Nie gotujemy,0.17,0.756,233615,0.681,1,0.144,6,0.381,-5.648,0,0.0309,120.011,4,0.577
Relax,0.326,0.676,236800,0.695,0,1.09e-05,11,0.0462,-13.395,0,0.0392,114.93,4,0.691
Cumbia del Olvido,0.938,0.71,216015,0.312,1,0.909,1,0.109,-11.451,0,0.0857,169.955,4,0.25
Over The Edge (Pt. II),0.0793,0.641,272126,0.758,0,0.591,4,0.265,-7.575,1,0.0331,127.016,4,0.159
"6 Piano Variations in F Major, Op. 34: Variation VI. Coda. Allegretto",0.979,0.352,283093,0.141,0,0.93,5,0.108,-21.121,1,0.0442,113.82,4,0.164
Rising Up,0.0373,0.641,182857,0.819,1,0.0247,4,0.277,-6.632,0,0.0474,126.018,4,0.297
Run so Wild,0.574,0.641,276539,0.481,0,0.00232,1,0.619,-10.821,1,0.0402,120.037,4,0.426
Song About You,0.000895,0.57,180891,0.767,0,1.18e-05,10,0.097,-4.287,1,0.0331,110.995,4,0.713
012,0.386,0.734,136338,0.5,1,0.0422,3,0.17,-13.94,0,0.262,120.016,4,0.382
Daughters,0.0504,0.496,257040,0.731,1,9.31e-05,4,0.304,-6.459,0,0.0476,119.951,4,0.0537
When A Blind Man Cries - Non Album B-Side;2012 - Remaster,0.843,0.52,209246,0.274,0,0.0165,11,0.0724,-10.661,0,0.0363,64.21,4,0.222
Doktor Słowo,0.0291,0.621,174984,0.305,1,0.829,11,0.149,-13.617,0,0.156,96.038,4,0.354
It's My Life - 1997 Remaster,0.197,0.627,232400,0.802,0,0.784,0,0.404,-8.432,1,0.0348,126.283,4,0.867
Sezon,0.144,0.805,222857,0.568,1,0.0,6,0.096,-8.731,0,0.293,140.023,4,0.372
Wiesz,0.2,0.721,242400,0.639,1,0.00157,2,0.112,-7.223,1,0.149,124.992,4,0.474
Honey on My Tongue,0.582,0.409,203347,0.566,0,3.51e-06,0,0.11,-6.234,1,0.0347,181.783,4,0.423
Nie będę tańczył,0.283,0.806,233500,0.751,1,0.00091,7,0.171,-9.501,0,0.0666,137.039,4,0.652
Take Me,0.58,0.689,272938,0.491,1,0.644,7,0.21,-11.267,1,0.0543,85.987,4,0.335
Throne (ft. Parker Polhill) - Extended Mix,0.00321,0.619,296124,0.888,1,0.0296,3,0.132,-6.188,0,0.0441,129.99,4,0.374
Catastrophist,1.42e-05,0.263,388035,0.965,0,3.13e-05,10,0.0598,-4.25,0,0.197,157.102,4,0.488
El Marinero - Original Mix,0.00112,0.704,252480,0.982,1,0.805,5,0.161,-3.471,0,0.0392,125.998,4,0.651
Faded,0.00855,0.861,223485,0.476,1,0.123,9,0.124,-7.194,0,0.0487,124.955,4,0.588
ML4U,0.00137,0.722,231602,0.802,1,0.5,7,0.131,-6.77,1,0.0526,125.994,4,0.145
Atom,2.45e-05,0.564,152812,0.937,1,0.776,1,0.253,-5.327,1,0.0439,127.969,4,0.175
Execute,0.0128,0.536,310869,0.996,0,0.984,11,0.871,-3.847,0,0.171,185.954,4,0.0896
Anjo,0.00216,0.809,240913,0.737,1,0.819,5,0.079,-10.295,1,0.0563,115.0,4,0.599
To Ta,0.00715,0.815,268330,0.933,0,2.89e-05,2,0.0555,-5.046,0,0.0778,145.98,4,0.978
Cruel,0.977,0.445,199892,0.372,0,0.309,6,0.177,-9.051,1,0.0264,80.033,4,0.144
Surfboard,0.00993,0.692,159360,0.906,0,0.45,1,0.351,-6.193,0,0.0369,125.036,4,0.71
Tarantino,0.264,0.746,280093,0.676,1,2.51e-05,10,0.187,-7.989,0,0.067,90.014,4,0.654
Swordkeeper - Megablast's Afro Jedi Dub Mix,0.173,0.734,437762,0.738,1,0.865,10,0.164,-13.785,0,0.0476,121.977,4,0.149
One Last Goodbye,0.00422,0.266,323240,0.452,0,0.000558,11,0.0814,-8.984,0,0.0346,113.103,3,0.0929
"Concerto for Piano and Cello in A Minor, Op. 7: II. Romanze. Andante ma non troppo con grazia",0.985,0.163,173840,0.032,0,0.868,8,0.0977,-27.023,1,0.0416,85.098,3,0.0357
Uzależniłaś mnie,0.102,0.745,198968,0.973,0,0.0,11,0.354,-2.943,0,0.105,154.959,4,0.956
Trust Nobody - Valentino Khan Remix,0.00217,0.529,199742,0.981,0,0.0207,1,0.495,-1.293,1,0.134,155.073,4,0.447
Other Side,0.0535,0.625,210171,0.79,1,0.0141,5,0.213,-8.486,1,0.035,121.021,4,0.29
Tak jak Chce,0.0626,0.838,232000,0.653,1,0.000744,11,0.0641,-8.698,0,0.0711,124.103,4,0.474
Thirteen,0.875,0.697,184870,0.248,0,0.000901,10,0.11,-10.54,1,0.0278,101.981,4,0.382
Quick Trick,0.765,0.611,283740,0.291,0,0.000133,2,0.0571,-18.392,1,0.0647,83.443,4,0.534
Fade Away,0.0314,0.69,170857,0.713,1,0.0,4,0.337,-3.246,0,0.0329,105.06,4,0.388
Bestia,0.594,0.748,197886,0.441,1,0.0,7,0.109,-10.026,1,0.164,94.067,4,0.418
Nobody Knows (feat. WYNNE) - Extended Mix,0.607,0.581,250210,0.575,1,0.25,9,0.099,-9.013,0,0.0519,184.933,3,0.0643
Lead Me On,0.17,0.622,132013,0.635,0,0.0168,5,0.137,-7.858,0,0.0315,117.911,4,0.871
Broken Up,0.0149,0.578,185023,0.869,0,0.0,2,0.346,-4.483,1,0.0355,160.072,4,0.699
Obsession (feat. Jon Bellion) - Roisto Remix,0.128,0.702,255652,0.516,1,0.00012,7,0.0921,-7.441,0,0.0898,115.04,4,0.717
Przekatne - Ptaki Remix,0.000229,0.683,409565,0.768,1,0.78,4,0.0805,-10.674,0,0.0622,120.011,4,0.424
"Serenade for Strings in E Minor, Op. 20: II. Larghetto",0.896,0.169,400113,0.053,0,0.959,0,0.0978,-24.614,1,0.0489,127.126,4,0.0356
